,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
523,uri[c],dha[c],2agpe141[c],6m3oocACP[c],11m3hddcaACP[c],toctd2eACP[c],pa181[c],3hhexACP[c],skm[c],uaccg[c]
524,cdpdihpdecg[c],psai17[c],13m3omyrsACP[c],glyc_R[c],maltpt[c],12ditdglyc[c],ocdcea[c],thex2eACP[c],i17tcaacgam[c],4mop[c]
525,peptmetox_L[c],glygln[c],gam1p[c],12mtridecACP[c],thdp[c],rbl_L[c],tdec2eACP[c],prpp[c],db4p[c],g6p[c]
526,d5kgp[c],frdp[c],man6p[c],actACP[c],prl45tcaglc[c],man1p[c],dcaACP[c],acg5sa[c],2ameph[c],cbl1[c]
527,2agpg141[c],ckdo[c],3a2opp[c],3haACP[c],rdmbzi[c],man6p[c],5aop[c],indpyr[c],acgam6p[c],inost[c]
528,3php[c],pg140[c],ficytC[c],unaga[c],ppa[c],56dthm[c],ppbng[c],5aizc[c],2cpr5p[c],lipa[c]
529,xu5p_D[c],clpn140[c],idp[c],rnam[c],methf[c],kphphhlipa[c],mql8[c],glygln[c],pep[c],hlipa[c]
530,cdpditdecg[c],pei14[c],uaaGgla[c],glypro[c],14mpalmACP[c],pgi16[c],ru5p_D[c],2ahbut[c],gthrd[c],cellb[c]
531,CE5656[c],peai15[c],2dr5p[c],no2[c],4hthr[c],adhlam[c],cdpglc[c],hethmpp[c],lgt_S[c],11m3hddcaACP[c]
532,2pg[c],2mbutACP[c],cd2[c],2maacoa[c],pa181[c],lpam[c],cytd[c],uaccg[c],ribflv[c],altrn[c]
533,2shchc[c],14mpalmACP[c],1agpg161[c],pai15[c],ocdcea[c],2mahmp[c],13mmyrsACP[c],4mop[c],3ooctdACP[c],tagur[c]
534,pgp141[c],4c2me[c],2agpg161[c],cdpdhdecg[c],1ddecg3p[c],C11821[c],3ohexACP[c],cbl1[c],cdpdihdecg[c],maltpt[c]
535,rnatrans[c],cytd[c],pydxn[c],gcald[c],5aop[c],dtdprmn[c],s[c],inost[c],lipidX[c],thdp[c]
536,2hdec9eg3p[c],4mthex2eACP[c],4pasp[c],5m3hhexACP[c],ppbng[c],3hmbcoa[c],pg141[c],lipa[c],aipdcoa[c],rdmbzi[c]
537,pgpai15[c],octeACP[c],1ihpdecg3p[c],hcys_L[c],cgly[c],12dgr120[c],psd5p[c],hlipa[c],fald[c],ppa[c]
538,2agpe181[c],fmn[c],uama[c],2oph[c],2mb2coa[c],pphn[c],6hmhptpp[c],cellb[c],hgbam[c],methf[c]
539,btcoa[c],alpro[c],4ahmmp[c],fpram[c],but[c],xylu_D[c],proteinsynth[c],11m3hddcaACP[c],ocACP[c],gbbtn[c]
540,fuc_L[c],hdeACP[c],cdpdaipdecg[c],15mpalmACP[c],hgbyr[c],gagicolipa[c],palmtca1[c],altrn[c],8m3odcaACP[c],14mpalmACP[c]
541,thglu[c],11mtddec2eACP[c],im4act[c],12m3hmyrsACP[c],5mhexACP[c],1tdec7eg3p[c],dhf[c],tagur[c],mmcoa_S[c],4hthr[c]
542,HC01652[c],pai15[c],clpni14[c],4m3opentACP[c],cytd[c],fpram[c],quln[c],maltpt[c],mmcoa_R[c],pa181[c]
543,HC01710[c],ggagicolipa[c],acon_C[c],12dgr180[c],13mmyrsACP[c],pser_L[c],uaaGgtla[c],thdp[c],amet[c],ocdcea[c]
544,pai14[c],alathr[c],2odec11eg3p[c],ps140[c],3ohexACP[c],ddcacoa[c],xyl_D[c],rdmbzi[c],phyQ[c],tdec2eACP[c]
545,alaleu[c],paai15[c],fgam[c],itdcoa[c],s[c],3otdcoa[c],prpp[c],ppa[c],6m3oocACP[c],dcaACP[c]
546,etha[c],alagly[c],hepdp[c],sbt6p[c],dad_5[c],fa12[c],pran[c],methf[c],3pg[c],5aop[c]
547,ddcaACP[c],kdo8p[c],cdpdtdecg[c],pgpi15[c],psd5p[c],dmbzid[c],1ddecg3p[c],14mpalmACP[c],glycogenb[c],ppbng[c]
548,2me4p[c],acald[c],pydx[c],octdp[c],6hmhptpp[c],2p4c2me[c],udpgal[c],4hthr[c],fol[c],mql8[c]
549,itp[c],isomal[c],suc6p[c],2mecdp[c],proteinsynth[c],4ampm[c],2ahhmd[c],pa181[c],5hxudidzcba[c],ru5p_D[c]
550,33hmeoxobut[c],urcan[c],3mob[c],mqn8[c],dcaACP[c],4hthr[c],4c2me[c],ocdcea[c],alltn_R[c],cdpglc[c]
551,pgp161[c],4izp[c],pa140[c],mql8[c],dhf[c],3oocoa[c],gmhep17bp[c],tdec2eACP[c],ipdcoa[c],hgbyr[c]
552,isomal[c],gam1p[c],4mpetz[c],pgi14[c],quln[c],cdpdhdecg[c],skm[c],dcaACP[c],phphhlipa[c],13mmyrsACP[c]
553,arab_L[c],mqn7[c],10m3hddcaACP[c],clpni14[c],udpg[c],fa1[c],db4p[c],5aop[c],12mtridecACP[c],3ohexACP[c]
554,uaaGgla[c],2dmmq7[c],10m3oddcaACP[c],idp[c],uaaGgtla[c],scl[c],2ameph[c],ppbng[c],actACP[c],s[c]
555,1agpg161[c],tdcoa[c],alac_S[c],metsox_R_L[c],prpp[c],3mop[c],2cpr5p[c],mql8[c],3haACP[c],psd5p[c]
556,glu1sa[c],ficytC[c],icit[c],14mtpalm2eACP[c],pran[c],cobya[c],pep[c],ru5p_D[c],acbdma14gapuc[c],6hmhptpp[c]
557,2odec11eg3p[c],idp[c],3c4mop[c],ru5p_D[c],diglcpg140[c],dtdpglu[c],gthrd[c],hgbyr[c],unaga[c],proteinsynth[c]
558,btn_co2[c],air[c],4mop[c],ara5p[c],2agpe161[c],5mtr[c],lgt_S[c],cytd[c],rnam[c],dhf[c]
559,1p3h5c[c],uaaGgla[c],3oddcoa[c],hexACP[c],udpgal[c],fol[c],ribflv[c],13mmyrsACP[c],glypro[c],quln[c]
560,fa11[c],2dr5p[c],3hmrsACP[c],1agpe120[c],2ahhmd[c],meoh[c],3ooctdACP[c],3ohexACP[c],pai15[c],uaaGgtla[c]
561,thfglu[c],cd2[c],aacoa[c],glyphe[c],4c2me[c],5mtc[c],lipidX[c],s[c],cdpdhdecg[c],xyl_D[c]
562,13dpg[c],8mtdec2eACP[c],gthrd[c],phe_L[c],skm[c],hgbyr[c],arsenb[c],dad_5[c],5m3hhexACP[c],prpp[c]
563,dnarep[c],phphhlipa[c],uaGgla[c],3hocoa[c],diglcpgi17[c],pgp141[c],aipdcoa[c],pg141[c],hcys_L[c],pran[c]
564,ptrc[c],4pasp[c],pppg9[c],dttp[c],i17tca1[c],glycys[c],fald[c],psd5p[c],g3pe[c],1ddecg3p[c]
565,xu5p_L[c],1ihpdecg3p[c],rhcys[c],alaglu[c],db4p[c],1agpg141[c],actn_R[c],6hmhptpp[c],fpram[c],udpgal[c]
566,clpni16[c],uama[c],1agpe181[c],xylu_D[c],2ameph[c],icolipa[c],ocACP[c],proteinsynth[c],15mpalmACP[c],2ahhmd[c]
567,octeACP[c],cdpdaipdecg[c],10fthf5glu[c],sheme[c],2cpr5p[c],6m3hocACP[c],8m3odcaACP[c],dhf[c],ihpdcoa[c],4c2me[c]
568,2tdec7eg3p[c],clpni14[c],3opalmACP[c],pnto_R[c],gthrd[c],acorn[c],mmcoa_S[c],quln[c],12m3hmyrsACP[c],gmhep17bp[c]
569,2tdecg3p[c],pgi14[c],but[c],stcoa[c],3ooctdACP[c],uaaAgla[c],mmcoa_R[c],uaaGgtla[c],12mtmrs2eACP[c],glyc3p[c]
570,dtdp4d6dm[c],fgam[c],lgt_S[c],icit[c],2agpe120[c],cobalt2[c],amet[c],xyl_D[c],7mocACP[c],skm[c]
571,acgam1p[c],ps181[c],adprib[c],3psme[c],pre6b[c],gam6p[c],phyQ[c],pran[c],4m3opentACP[c],i17tcaacgam[c]
572,2agpe140[c],6mheptACP[c],5apru[c],butACP[c],aipdcoa[c],cyst_L[c],suchms[c],1ddecg3p[c],ps140[c],db4p[c]
573,man1p[c],cdpdtdecg[c],14m3hpalmACP[c],1tdec7eg3p[c],hgbam[c],cbl1[c],6m3oocACP[c],udpgal[c],uri[c],2ameph[c]
574,trnaglu[c],3hmrsACP[c],ipdcoa[c],13mtmrs2eACP[c],dump[c],duri[c],3pg[c],2ahhmd[c],pgi16[c],acgam6p[c]
575,ichor[c],8mtnon2eACP[c],2mecdp[c],2agpg120[c],actn_R[c],1odecg3p[c],4hpro_LT[c],4c2me[c],octdp[c],2cpr5p[c]
576,h2[c],pa140[c],13m3hmyrsACP[c],3hdecACP[c],ocACP[c],2hdec9eg3p[c],arab_L[c],gmhep17bp[c],2mecdp[c],pep[c]
577,1agpe181[c],4mpetz[c],dcmp[c],5mthex2eACP[c],8m3odcaACP[c],ocdca[c],glycogenb[c],skm[c],pgi14[c],gthrd[c]
578,uaGgla[c],10m3hddcaACP[c],2agpg181[c],23dhdp[c],tddec2eACP[c],4ppan[c],5hxudidzcba[c],i17tcaacgam[c],clpni14[c],lgt_S[c]
579,air[c],lanost[c],mops[c],gar[c],6m3oocACP[c],2agpe160[c],alltn_R[c],db4p[c],idp[c],ribflv[c]
580,pram[c],pei16[c],udpacgal[c],nac[c],arab_L[c],2agpe181[c],ipdcoa[c],2ameph[c],isoval[c],3ooctdACP[c]
581,prlp[c],hdca[c],14m3opalmACP[c],fald[c],5hxudidzcba[c],pgp120[c],phphhlipa[c],acgam6p[c],14mtpalm2eACP[c],lipidX[c]
582,prfp[c],dcaACP[c],ala_B[c],ab6p3hxl[c],alltn_R[c],pg120[c],12mtridecACP[c],2cpr5p[c],ru5p_D[c],arsenb[c]
583,man6p[c],4ahmmp[c],acgam6p[c],iasp[c],seln[c],kdo[c],actACP[c],pep[c],ara5p[c],aipdcoa[c]
584,uaaAgla[c],uaGgla[c],clpni16[c],btal[c],12mtridecACP[c],hdca[c],3haACP[c],gthrd[c],dttp[c],fald[c]
585,prl45tca[c],gthox[c],5hxudidzcba[c],4per[c],actACP[c],maltpt[c],rnam[c],lgt_S[c],ttdca[c],hgbam[c]
586,1aihpdecg3p[c],dhnpt[c],pendp[c],glyclt[c],3haACP[c],malthx[c],glypro[c],ribflv[c],glyphe[c],actn_R[c]
587,3ig3p[c],10fthf5glu[c],gdptp[c],1itdecg3p[c],rnam[c],4hba[c],pai15[c],3ooctdACP[c],phe_L[c],ocACP[c]
588,gdptp[c],ps160[c],4m3opentACP[c],10mundecACP[c],2maacoa[c],3hhcoa[c],cdpdhdecg[c],lipidX[c],alaglu[c],8m3odcaACP[c]
589,2agpg160[c],pe160[c],ichor[c],2agpe141[c],q8[c],thm[c],5m3hhexACP[c],aipdcoa[c],fmnh2[c],mmcoa_S[c]
590,raffin[c],but[c],23ddhb[c],glyleu[c],pai15[c],3psme[c],hcys_L[c],fald[c],stcoa[c],mmcoa_R[c]
591,cdpglyc[c],lgt_S[c],malthp[c],glymet[c],cdpdhdecg[c],chor[c],g3pe[c],hgbam[c],1pipdn2c[c],phyQ[c]
592,salc6p[c],pe181[c],xyl_D[c],1hdecg3p[c],5m3hhexACP[c],pgpai17[c],fpram[c],actn_R[c],12dgr180[c],6m3oocACP[c]
593,i16tcaacgam[c],o2s[c],3hadpcoa[c],2mop[c],hcys_L[c],tdeACP[c],15mpalmACP[c],ocACP[c],pnto_R[c],3pg[c]
594,pmtcoa[c],glyglu[c],2agpe120[c],glc_D[c],2oph[c],thmmp[c],ihpdcoa[c],8m3odcaACP[c],hdcoa[c],glycogenb[c]
595,btamp[c],14m3hpalmACP[c],pgp181[c],ps120[c],fpram[c],thfglu[c],12m3hmyrsACP[c],mmcoa_S[c],pei14[c],5hxudidzcba[c]
596,acorn[c],2mecdp[c],ru5p_L[c],hisp[c],15mpalmACP[c],but2eACP[c],12mtmrs2eACP[c],mmcoa_R[c],3psme[c],alltn_R[c]
597,pai16[c],13m3hmyrsACP[c],xu5p_L[c],HC01104[c],12m3hmyrsACP[c],3omrsACP[c],7mocACP[c],phyQ[c],pe161[c],ipdcoa[c]
598,ncam[c],dcmp[c],2tdec7eg3p[c],pnp[c],12mtmrs2eACP[c],12dgr141[c],4m3opentACP[c],6m3oocACP[c],1tdec7eg3p[c],phphhlipa[c]
599,damp[c],f1p[c],ibcoa[c],i17tcaglc[c],mqn8[c],ivcoa[c],ps140[c],3pg[c],13mtmrs2eACP[c],12mtridecACP[c]
600,5mtr[c],adocbip[c],2mp2coa[c],din[c],4m3opentACP[c],so3[c],uri[c],arab_L[c],alltn[c],actACP[c]
601,uama[c],glycys[c],23dhdp[c],26dap_LL[c],chol[c],glygln[c],pgpi15[c],glycogenb[c],phyldpp[c],3haACP[c]
602,b2coa[c],suchms[c],met_D[c],2agpg181[c],pre3b[c],u3aga[c],pppg9[c],5hxudidzcba[c],metsox_S_L[c],acbdma14gapuc[c]
603,rbl_D[c],tdec2eACP[c],rdmbzi[c],3hmrsACP[c],ps140[c],pre3b[c],octdp[c],alltn_R[c],L2aadp6sa[c],unaga[c]
604,skm5p[c],udpacgal[c],pa181[c],gthox[c],cit[c],clpn160[c],2mecdp[c],ipdcoa[c],thp2c[c],rnam[c]
605,chol[c],fa3[c],4per[c],pgi15[c],pgi16[c],pg160[c],pgi14[c],phphhlipa[c],3hdecACP[c],glypro[c]
606,uamag[c],ala_B[c],2mbcoa[c],1agpg141[c],sbt6p[c],pai14[c],clpni14[c],12mtridecACP[c],5mthex2eACP[c],pai15[c]
607,2odecg3p[c],odecoa[c],2mb2coa[c],phpyr[c],acon_T[c],urate[c],idp[c],actACP[c],23dhdp[c],5m3hhexACP[c]
608,2agpe180[c],25dhpp[c],2tdecg3p[c],occoa[c],pgpi15[c],pgi15[c],isoval[c],3haACP[c],gar[c],hcys_L[c]
609,focytC[c],gggagicolipa[c],acgam1p[c],10m3hddcaACP[c],hqn[c],clpni15[c],14mtpalm2eACP[c],rnam[c],nac[c],g3pe[c]
610,fcl_L[c],clpni16[c],2agpe140[c],10mtddec2eACP[c],2mecdp[c],alaleu[c],ara5p[c],glypro[c],colipa[c],fpram[c]
611,anth[c],ncam[c],1agpg140[c],glyglu[c],aconm[c],etha[c],ttdca[c],pai15[c],iasp[c],15mpalmACP[c]
612,dhnpt[c],gdptp[c],2odecg3p[c],2dr1p[c],mql8[c],1agpg180[c],glyphe[c],cdpdhdecg[c],btal[c],ihpdcoa[c]
613,gcald[c],4m3opentACP[c],hexdp[c],dad_2[c],pgi14[c],1agpg160[c],phe_L[c],5m3hhexACP[c],madg[c],12m3hmyrsACP[c]
614,udpacgal[c],butpi[c],1ddecg3p[c],1pyr5c[c],clpni14[c],thmpp[c],ai15tcaglc[c],hcys_L[c],1itdecg3p[c],12mtmrs2eACP[c]
615,pgpi14[c],lipa[c],dha[c],dtmp[c],idp[c],tre[c],cbp[c],g3pe[c],dmphqno[c],7mocACP[c]
616,pg180[c],thdp[c],hmbil[c],2aobut[c],metsox_R_L[c],bhb[c],dttp[c],fpram[c],glyleu[c],4m3opentACP[c]
617,pap[c],ru5p_L[c],2agpg120[c],3hmp[c],14mtpalm2eACP[c],14m3opentdecACP[c],alaglu[c],15mpalmACP[c],glymet[c],pre3b[c]
618,myrsACP[c],xu5p_L[c],dcacoa[c],glycys[c],hexACP[c],14m3hpentdecACP[c],xylu_D[c],ihpdcoa[c],fa4[c],ps140[c]
619,aact[c],2mp2coa[c],drib[c],3hhcoa[c],1agpe120[c],uaagtmda[c],sucorn[c],acnam[c],ps120[c],uri[c]
620,1aipdecg3p[c],thex2eACP[c],dtdprmn[c],glx[c],d5kg[c],thrp[c],succitr_L[c],12m3hmyrsACP[c],kphphhlipa[c],pgi16[c]
621,1ihpdecg3p[c],23dhdp[c],6m3oocACP[c],1agpg120[c],3hocoa[c],pdx5p[c],fmnh2[c],12mtmrs2eACP[c],hisp[c],pppg9[c]
622,clpn180[c],rdmbzi[c],h2[c],udpgal[c],dttp[c],hg2[c],stcoa[c],7mocACP[c],HC01104[c],octdp[c]
623,5mthf[c],lipidX[c],2pglyc[c],pgp180[c],alaglu[c],12dixdglyc[c],1pipdn2c[c],4m3opentACP[c],pnp[c],2mecdp[c]
624,2ahhmp[c],pnp[c],glyclt[c],tpalm2eACP[c],srbL1p[c],tma[c],pnto_R[c],pre3b[c],din[c],pgi14[c]
625,clpni17[c],cdpdhdec9eg[c],glx[c],5mta[c],stcoa[c],12dihdglyc[c],hdcoa[c],ps140[c],pgi15[c],clpni14[c]
626,23dhmb[c],pai16[c],clpnai15[c],ade[c],1pipdn2c[c],aihpdcoa[c],pei14[c],uri[c],acmama[c],idp[c]
627,uGgla[c],4per[c],2agpe161[c],3opalmACP[c],pnto_R[c],dpcoa[c],3psme[c],pgpi15[c],acmam[c],isoval[c]
628,pai17[c],mmcoa_R[c],5fthf[c],pa160[c],hdcoa[c],10mundecACP[c],pe161[c],octdp[c],phpyr[c],14mtpalm2eACP[c]
629,glutrna[c],2mb2coa[c],2ohph[c],2ombz[c],pei14[c],arbt6p[c],1tdec7eg3p[c],2mecdp[c],10m3hddcaACP[c],ara5p[c]
630,mi3p_D[c],12mtmrs2eACP[c],hexs[c],2ommb[c],3psme[c],2mbcoa[c],13mtmrs2eACP[c],pgi14[c],ps161[c],ttdca[c]
631,1agpe161[c],acgam1p[c],pg181[c],12dgr181[c],pe161[c],ppa[c],alltn[c],clpni14[c],glyglu[c],glyphe[c]
632,uagmda[c],ps161[c],ppbng[c],udcpp[c],butACP[c],10m3oddcaACP[c],phyldpp[c],idp[c],2dr1p[c],phe_L[c]
633,3dhq[c],1ddecg3p[c],Lcyst[c],3dhsk[c],1tdec7eg3p[c],ibcoa[c],metsox_S_L[c],isoval[c],fa1[c],ai15tcaglc[c]
634,e4hglu[c],thymd[c],im4ac[c],3h3mop[c],alltn[c],2mpropACP[c],L2aadp6sa[c],14mtpalm2eACP[c],dtdprmn[c],dttp[c]
635,4h2oglt[c],gdpmann[c],cro4[c],23dhmp[c],2agpg120[c],co2dam[c],thp2c[c],ara5p[c],succoa[c],alaglu[c]
636,malcoa[c],quln[c],2obut[c],glyasn[c],L2aadp6sa[c],ckdo[c],3hdecACP[c],ttdca[c],1pyr5c[c],xylu_D[c]
637,dtdp4d6dg[c],tmrs2eACP[c],1agpe160[c],sql[c],thp2c[c],clpn140[c],5mthex2eACP[c],glyphe[c],pheme[c],fmnh2[c]
638,fol[c],mthgxl[c],mthgxl[c],rib_D[c],3hdecACP[c],2mbutACP[c],23dhdp[c],phe_L[c],cyst_L[c],stcoa[c]
639,1agpg160[c],13mmyrsACP[c],23dhmp[c],3mbutACP[c],5mthex2eACP[c],acmama[c],gar[c],cbp[c],uaagmda[c],1pipdn2c[c]
640,nmn[c],psi15[c],2ahbut[c],3hhdcoa[c],23dhdp[c],4c2me[c],nac[c],dttp[c],glycys[c],12dgr180[c]
641,pgp160[c],pei15[c],tagdp_D[c],apoC_Lys_btn[c],gar[c],4mthex2eACP[c],peptmet_L[c],alaglu[c],tpalm2eACP[c],pnto_R[c]
642,arbt6p[c],drib[c],focytC[c],aso4[c],nac[c],ptrc[c],colipa[c],xylu_D[c],5mta[c],hdcoa[c]
643,hdeACP[c],6m3oocACP[c],thdp[c],prbamp[c],fald[c],octeACP[c],iasp[c],sucorn[c],ade[c],pei14[c]
644,indole[c],h2[c],L2aadp6sa[c],prfp[c],ab6p3hxl[c],pg180[c],madg[c],succitr_L[c],3opalmACP[c],3psme[c]
645,spmd[c],3ophb[c],gbbtn[c],3odcoa[c],iasp[c],mi1p_D[c],glyald[c],stcoa[c],pa160[c],pe161[c]
646,pgp120[c],26dap_LL[c],thymd[c],pa141[c],btal[c],mbdg[c],1itdecg3p[c],1pipdn2c[c],2ombz[c],1tdec7eg3p[c]
647,mi4p_D[c],2pglyc[c],pap[c],cdpdtdec7eg[c],4per[c],f1p[c],dmphqno[c],12dgr180[c],2ommb[c],13mtmrs2eACP[c]
648,adpglc[c],glyclt[c],3ohexACP[c],gsn[c],1itdecg3p[c],fmn[c],glyleu[c],pnto_R[c],12dgr181[c],alltn[c]
649,thymd[c],btamp[c],melib[c],1agpe140[c],10mundecACP[c],hgbam[c],glymet[c],hdcoa[c],3dhsk[c],phyldpp[c]
650,pppg9[c],adcobdam[c],pg141[c],cdpdihpdecg[c],2agpe141[c],hdeACP[c],fa4[c],pei14[c],3h3mop[c],metsox_S_L[c]
651,dhptd[c],5fthf[c],metsox_R_L[c],Naccitr_L[c],crn[c],11mtddec2eACP[c],rbl_L[c],3psme[c],23dhmp[c],L2aadp6sa[c]
652,thmmp[c],co1dam[c],pppi[c],2agpg141[c],glyleu[c],ggagicolipa[c],ru5p_L[c],pe161[c],glyasn[c],thp2c[c]
653,1agpg140[c],lpam[c],pgpi15[c],3php[c],glymet[c],alathr[c],ps120[c],1tdec7eg3p[c],rib_D[c],3hdecACP[c]
654,sucr[c],7mocACP[c],sucr[c],xu5p_D[c],fa4[c],salc6p[c],kphphhlipa[c],13mtmrs2eACP[c],i17tca1[c],5mthex2eACP[c]
655,1agpg180[c],tddec2eACP[c],3hmp[c],cdpditdecg[c],1hdecg3p[c],3uib[c],hisp[c],alltn[c],3mbutACP[c],23dhdp[c]
656,dha[c],b2coa[c],3mop[c],acACP[c],2mop[c],aact[c],HC01104[c],phyldpp[c],lipidA[c],gar[c]
657,ahdt[c],6mthept2eACP[c],clpn180[c],CE5656[c],ps120[c],alagly[c],pnp[c],metsox_S_L[c],psai15[c],nac[c]
658,csn[c],cro4[c],oxadpcoa[c],2pg[c],hisp[c],tmao[c],xu1p_L[c],L2aadp6sa[c],apoC_Lys_btn[c],colipa[c]
659,suchms[c],35dacap[c],dad_2[c],4mhetz[c],din[c],2agpe141[c],din[c],thp2c[c],ala_D[c],iasp[c]
660,2pglyc[c],tagdp_D[c],g1p_B[c],dnarep[c],2agpg181[c],kdo8p[c],pgi15[c],3hdecACP[c],lpro[c],btal[c]
661,clpni15[c],ade[c],uppg3[c],15mtpalm2eACP[c],3hmrsACP[c],3c4mop[c],acmama[c],5mthex2eACP[c],prbamp[c],madg[c]
662,cpppg1[c],4mtpent2eACP[c],gcald[c],4hdxbutn[c],6mocACP[c],urea[c],acmam[c],23dhdp[c],prfp[c],1itdecg3p[c]
663,mi1p_D[c],udpgalfur[c],15dap[c],2hdec9eg3p[c],pgi15[c],gam1p[c],phpyr[c],gar[c],pa141[c],dmphqno[c]
664,gthrd[c],pe161[c],pmtcoa[c],pgpai15[c],1agpg141[c],pre8[c],10m3hddcaACP[c],nac[c],adcobdam[c],glyleu[c]
665,adprib[c],pa181[c],thp2c[c],2agpe181[c],phpyr[c],amopbut_L[c],ps161[c],peptmet_L[c],cdpdihpdecg[c],glymet[c]
666,pgp140[c],pap[c],2aobut[c],but2eACP[c],occoa[c],3a2opp[c],rml1p[c],colipa[c],Naccitr_L[c],fa4[c]
667,udpgalfur[c],3ohexACP[c],aact[c],11m3oddcaACP[c],10m3hddcaACP[c],prl45tcaala[c],glyglu[c],iasp[c],3php[c],rbl_L[c]
668,,HC01104[c],2mop[c],alaleu[c],10mtddec2eACP[c],ficytC[c],2dr1p[c],btal[c],dann[c],ru5p_L[c]
669,,2ahhmd[c],,dhpt[c],ps161[c],11mddcaACP[c],fa1[c],madg[c],xu5p_D[c],ps120[c]
670,,10mtundec2eACP[c],,etha[c],glyglu[c],12dgr161[c],dtdprmn[c],1itdecg3p[c],cdpditdecg[c],kphphhlipa[c]
671,,14mtpalm2eACP[c],,itp[c],2dr1p[c],idp[c],succoa[c],malttr[c],acACP[c],hisp[c]
672,,malthp[c],,cgly[c],fa1[c],12dgr140[c],1pyr5c[c],dmphqno[c],2pg[c],HC01104[c]
673,,pe140[c],,1aihpdecg3p[c],dtdprmn[c],air[c],glycys[c],glyleu[c],2shchc[c],pnp[c]
674,,l2a6o[c],,2me4p[c],copre6[c],uaaGgla[c],pgp180[c],glymet[c],15mtpalm2eACP[c],xu1p_L[c]
675,,sucr[c],,mal_L[c],1pyr5c[c],2dr5p[c],tpalm2eACP[c],fa4[c],rnatrans[c],din[c]
676,,btn[c],,33hmeoxobut[c],3hmp[c],cd2[c],5mta[c],rbl_L[c],sucr[c],pgi15[c]
677,,ps140[c],,cdpglyc[c],glycys[c],acmana[c],ade[c],ru5p_L[c],gdpfuc[c],phpyr[c]
678,,g1p_B[c],,fmnh2[c],3hhcoa[c],1agpg161[c],3opalmACP[c],ps120[c],ivcoa[c],10m3hddcaACP[c]
679,,ara5p[c],,arab_L[c],na1[c],2agpg161[c],pa160[c],kphphhlipa[c],u3aga[c],rml1p[c]
680,,1hdec9eg3p[c],,uaaGgla[c],1agpg120[c],pre4[c],2ombz[c],hisp[c],HC01652[c],glyglu[c]
681,,anth[c],,1agpg161[c],pgp180[c],pre5[c],2ommb[c],HC01104[c],HC01710[c],2dr1p[c]
682,,13mtmrs2eACP[c],,2odec11eg3p[c],tpalm2eACP[c],pydxn[c],3dhsk[c],pnp[c],malthx[c],fa1[c]
683,,gcald[c],,pai17[c],i16tca1[c],8mtdec2eACP[c],fru[c],xu1p_L[c],11m3oddcaACP[c],dtdprmn[c]
684,,4abut[c],,btn_co2[c],5mta[c],phphhlipa[c],3h3mop[c],din[c],alaleu[c],succoa[c]
685,,aact[c],,ps160[c],ade[c],4pasp[c],23dhmp[c],pgi15[c],etha[c],copre6[c]
686,,glu5sa[c],,pe160[c],3opalmACP[c],1ihpdecg3p[c],glyasn[c],acmama[c],itp[c],1pyr5c[c]
687,,14mtpentdec2eACP[c],,thfglu[c],pa160[c],uama[c],rib_D[c],acmam[c],g3pg[c],cyst_L[c]
688,,12mttritec2eACP[c],,aso3[c],udcpp[c],4ahmmp[c],i17tca1[c],phpyr[c],psi15[c],glycys[c]
689,,focytC[c],,13dpg[c],3dhsk[c],cdpdaipdecg[c],3mbutACP[c],unaga[c],gdpddman[c],na1[c]
690,,,,h2s[c],fru[c],10mddcaACP[c],i14tcaglc[c],10m3hddcaACP[c],adocbi[c],tpalm2eACP[c]
691,,,,tdec2eACP[c],3h3mop[c],clpni14[c],lipidA[c],ps161[c],ddca[c],5mta[c]
692,,,,3hadpcoa[c],23dhmp[c],indpyr[c],e3mmal[c],rml1p[c],2me4p[c],ade[c]
693,,,,ru5p_L[c],rib_D[c],2h3oppan[c],psai15[c],glyglu[c],peai15[c],3opalmACP[c]
694,,,,xu5p_L[c],3mbutACP[c],2odec11eg3p[c],apoC_Lys_btn[c],2dr1p[c],33hmeoxobut[c],pa160[c]
695,,,,clpni16[c],i15tca1[c],fgam[c],ala_D[c],fa1[c],5mthf[c],2ombz[c]
696,,,,2tdec7eg3p[c],cdpglyc[c],6mheptACP[c],lpro[c],dtdprmn[c],uaaGgla[c],2ommb[c]
697,,,,2tdecg3p[c],3hhdcoa[c],cdpdtdecg[c],prbamp[c],succoa[c],pai17[c],12dgr181[c]
698,,,,5odhf2a[c],psai15[c],hepdp[c],prfp[c],copre6[c],btn_co2[c],cdpdihdecg[c]
699,,,,acgam1p[c],apoC_Lys_btn[c],2ddglcn[c],pa141[c],1pyr5c[c],dmlz[c],3dhsk[c]
700,,,,2agpe140[c],succoa[c],2ddg6p[c],cdpdihpdecg[c],pheme[c],galt1p[c],3h3mop[c]
701,,,,4mhexACP[c],ala_D[c],3hmrsACP[c],peptmetox_L[c],glcn[c],1hdec9eg3p[c],23dhmp[c]
702,,,,man6p[c],aso4[c],pydx[c],Naccitr_L[c],cyst_L[c],maltttr[c],glyasn[c]
