,Actinomyces_odontolyticus_ATCC_17982,Alistipes_putredinis_DSM_17216,Anaerococcus_hydrogenalis_DSM_7454,Anaerofustis_stercorihominis_DSM_17244,Anaerostipes_caccae_DSM_14662,Anaerotruncus_colihominis_DSM_17241,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_coprophilus_DSM_18228,Bacteroides_dorei_DSM_17855
43,pai17[c],tpalm2eACP[c],pg160[c],iasp[c],np2msucc[c],hmbil[c],gal1b3acgal[e],ppbng[c],pa180[c],kdo8p[c]
44,HC00695[c],fpram[c],o2[e],palmACP[c],skm5p[c],scl[c],mantr[e],f1a[e],nicrnt[c],din[e]
45,gal1a3acgal[e],dtdpglu[c],malt[c],gam[e],5dgclur[c],co1dam[c],3pg[c],nicrnt[c],gal1b3acgal[e],idp[c]
46,h2o[e],ala_D[c],g3pg[c],4hbz[c],25dhpp[c],man6p[c],rhamnogalurI[e],gal1b3acgal[e],mantr[e],f1a_rl[e]
47,thmpp[c],but[e],malttr[c],12dgr181[c],4c2me[c],madg[c],3omrsACP[c],mantr[e],malthx[c],xylu_D[c]
48,malt[c],,ipdcoa[c],12dipdglyc[c],prlp[c],ddcaACP[c],g6p_B[c],3pg[c],pai15[c],pmACPm[c]
49,malttr[c],,pmtcoa[c],octeACP[c],hmbil[c],chtbs[c],core8[e],malthx[c],3omrsACP[c],f1p[c]
50,mbdg[c],,gal1p[c],ipdcoa[c],for[c],o2[e],acnam[e],rhamnogalurI[e],core8[e],s17bp[c]
51,cbp[c],,maltttr[c],pmtcoa[c],strch1[e],malt[c],kdo8p[c],salcn[e],cellb[c],fru[c]
52,malthp[c],,1aipdecg3p[c],4abut[c],scl[c],malttr[c],din[e],3omrsACP[c],kdo8p[c],stys[e]
53,fuc_L[c],,pgi17[c],tdcoa[c],co1dam[c],mbdg[c],thm[c],arabinoxyl[e],pa160[c],skm5p[c]
54,maltttr[c],,maltpt[c],12dgr141[c],pg180[c],2h3oppan[c],idp[c],core8[e],din[e],acmana[c]
55,HC01376[c],,pgi14[c],1aipdecg3p[c],sucsal[c],maltttr[c],f1a_rl[e],cellb[c],idp[c],5aop[c]
56,pa140[c],,pgi16[c],prbatp[c],strch2[e],dmbzid[c],xylu_D[c],kdo8p[c],f1a_rl[e],25dhpp[c]
57,2ahhmp[c],,fpram[c],succ[c],fol[c],glc_bD[c],psd5p[c],tre[c],psd5p[c],4c2me[c]
58,maltpt[c],,ala_D[c],ara5p[c],2ameph[c],for[e],f1p[c],din[e],dhlpro[c],phyldpp[c]
59,pnto_R[c],,2me4p[c],14mpalmACP[c],pgai15[c],maltpt[c],dhlpro[c],idp[c],nicrns[c],scl[c]
60,fpram[c],,,12dgr140[c],pg160[c],fpram[c],s17bp[c],f1a_rl[e],fru[c],co1dam[c]
61,,,,mnl[e],o2[e],dtdpglu[c],fru[c],xylu_D[c],stys[e],xtsn[c]
62,,,,2me4p[c],malt[c],ala_D[c],stys[e],pmACPm[c],skm5p[c],man6p[c]
63,,,,12dgr120[c],thmpp[c],dha[c],skm5p[c],psd5p[c],paai17[c],phyQ[c]
64,,,,,g3pg[c],,5aop[c],dhlpro[c],acmana[c],HC01651[c]
65,,,,,2pglyc[c],,25dhpp[c],s17bp[c],25dhpp[c],gal1a3acgal[e]
66,,,,,malttr[c],,4c2me[c],nicrns[c],4c2me[c],suc6p[c]
67,,,,,acmanap[c],,gsn[e],f1p[c],gsn[e],rml1p[c]
68,,,,,dkdi[c],,for[c],fru[c],pa161[c],h2o[e]
69,,,,,2h3oppan[c],,man6p[c],stys[e],paai15[c],lipidAds[c]
70,,,,,air[c],,fol[c],skm5p[c],for[c],chtbs[c]
71,,,,,maltttr[c],,gal1a3acgal[e],acmana[c],co1dam[c],glycogenb[c]
72,,,,,dmbzid[c],,suc6p[c],25dhpp[c],xtsn[c],core2_rl[e]
73,,,,,pgi17[c],,rml1p[c],4c2me[c],man6p[c],T_antigen[e]
74,,,,,maltpt[c],,chtbs[c],e3mmal[c],madg[c],thmpp[c]
75,,,,,pgi14[c],,glycogenb[c],gsn[e],pai17[c],2h3oppan[c]
76,,,,,acgam[c],,salc6p[c],2dr1p[c],ddcaACP[c],sbzcoa[c]
77,,,,,pgi16[c],,core2_rl[e],for[c],fol[c],pre6a[c]
78,,,,,ala_D[c],,T_antigen[e],co1dam[c],gal1a3acgal[e],acald[c]
79,,,,,galt[e],,epACPm[c],xtsn[c],h2o[e],glyc3p[c]
80,,,,,,,duri[e],man6p[c],lipidAds[c],dmbzid[c]
81,,,,,,,acald[c],glcmannan[e],chtbs[c],for[e]
82,,,,,,,glyc3p[c],madg[c],core2_rl[e],btn_co2[c]
83,,,,,,,tag6p_D[c],apoC_Lys_btn[c],T_antigen[e],orot[c]
84,,,,,,,orot[c],fol[c],epACPm[c],pnto_R[c]
85,,,,,,,fc1p[c],inulin[c],thmpp[c],adn[c]
86,,,,,,,dtdpglu[c],gal1a3acgal[e],duri[e],dtdpglu[c]
87,,,,,,,ala_D[c],rml1p[c],HC01434[c],dad_2[e]
88,,,,,,,mi1p_D[c],chtbs[c],malttr[c],mi1p_D[c]
89,,,,,,,,core2_rl[e],mbdg[c],ala_D[c]
90,,,,,,,,T_antigen[e],maltttr[c],uaccg[c]
91,,,,,,,,malt[c],dmbzid[c],
92,,,,,,,,thmpp[c],glc_bD[c],
93,,,,,,,,duri[e],pa140[c],
94,,,,,,,,malttr[c],maltpt[c],
95,,,,,,,,mbdg[c],orot[c],
96,,,,,,,,hspg_degr_15[e],g1p_B[c],
97,,,,,,,,acald[c],pnto_R[c],
98,,,,,,,,glyc3p[c],dtdpglu[c],
99,,,,,,,,maltttr[c],uaccg[c],
100,,,,,,,,glc_bD[c],,
101,,,,,,,,dmbzid[c],,
102,,,,,,,,tag6p_D[c],,
103,,,,,,,,maltpt[c],,
104,,,,,,,,orot[c],,
105,,,,,,,,g1p_B[c],,
106,,,,,,,,fc1p[c],,
107,,,,,,,,dtdpglu[c],,
108,,,,,,,,ala_D[c],,
109,,,,,,,,dha[c],,
110,,,,,,,,uaccg[c],,
